136592	LJ112295	negative	Yeah we have Thin Lizzy here I HATE the informercials !
54481	LJ112509	negative	it sounds really bad but it just couldnt have been worse timing .
368315	LJ112763	neutral	The stories feature the same main character , but do not depend on each other otherwise .
111010	LJ112242	neutral	I am getting a DS for Christmas .
141436	LJ111667	negative	Every freaking time I take a break and come back to skating I push too hard and my tailbone ends up out of place .
null	LJ113215	negative	Even if you did have to icon Laura 's ugly bangs haha .
null	LJ113457	negative	That has got to be one of the cruelest things that a straight person can do to someone gay\/bi .
643810	LJ112233	negative	At first I thought it said Fucker and I was like what a weird way to propose .
null	LJ113406	neutral	Did they play `` the bucket '' ????
87207	LJ113059	positive	I actually think things will be fine now !!!
34168	LJ113102	positive	Good looking gal never hurt either .
8385	LJ111631	neutral	Just walk , stone to stone , and read all those people 's names .
null	LJ113552	positive	I am so proud of her , that she is started to actually write it !
null	LJ113625	neutral	im on myspace ... ill try and find you and add you :D
null	LJ113431	negative	LLLINKKK LLLINKKK i have not slept very much this week .
47575	LJ111505	negative	Oh god ... I can not imagine what you must be going through right now .
54060	LJ111913	positive	sounds like ill be seeing you sporting a lot more AA !
null	LJ113269	neutral	saw your LJ post ... yay for Aussies ;)
151978	LJ111318	neutral	I WILL COME GET YOU if you want to come visit !
8385	LJ111640	negative	Although teaching 14 kids under 12 the jazz square is a bit daunting !
null	LJ113240	neutral	And also reading `` The Hobbit '' at intervals .
54481	LJ112389	neutral	I think my skin is actually tanning abit ..
88710	LJ111808	positive	Sometimes I look forward to getting wrinkles -- if I am lucky enough to live long enough to get them !
47575	LJ111339	positive	My heart goes out to the both of you .
151978	LJ113067	neutral	I think jessie , whitney and I are driving up if you want to ride man .
37203	LJ111697	neutral	Well I think that was by intent .
44612	LJ112813	neutral	Mom is starting to settle in a little bit to the assisted living apartment we ( I ) found her here in Cowtown .
110607	LJ111584	positive	hey hotstuff , take her to a free clinic .
null	LJ113451	neutral	I will be staring at it like > : \/ And I will be thinking ?.
134089	LJ111465	positive	It made me feel better about the state of my apartment .
34168	LJ112871	positive	I can but wonder what the local cats thought , given this wonderful sounding hat .
13495	LJ111560	positive	I hope everything turns out well .
570064	LJ111218	positive	I was thinking of you the other day !!!
10260	LJ111186	positive	The other one , also hilarious .
463584	LJ113180	positive	Excellent title , and perfect pair !
149695	LJ111475	neutral	Normally they have everything on there .
33149	LJ112047	positive	I will be DJ ` ing at + one tonight come and enjoy a night out with some excellent music !
10260	LJ111531	neutral	`` For more information on the Crack Spiders bitch , please contact the Gov ` t of Canada '' LOLOL .
100960	LJ111448	negative	But we 'll kick you out if you snore .
43468	LJ112245	negative	it is so hard to be a renaissance woman anymore ... knowledge is so specific anymore , and so much of it .
87207	LJ111831	positive	` Cos you are a lovely pretty lady :)
335545	LJ112228	positive	my mom always used to tell my sister that you can bullshit better on a full night 's rest good luck !
47575	LJ111616	negative	My deepest condolences my dear friend .
463584	LJ111205	positive	That is a great title on its own , and it does pair perfectly with Among Others , too .
43473	LJ111486	positive	haha , that sucks , because the drumline will be just fine
113717	LJ111848	negative	They said they are not really hiring till next month or something .
43473	LJ112574	positive	but jc and i talked it out , we are cool .
520040	LJ111794	neutral	Hey there how about adding a link to your Facebook page for all of us .
178715	LJ112827	neutral	Upon my most recent visit , I saw a lawn with flowers that spelled out `` Norwegian Wood '' .
111010	LJ112988	negative	We are a pair of sad game-a-holics .
559543	LJ112746	positive	It is one of the most magical videos ever created : at once inspiring , frustrating and demented .
134089	LJ112407	positive	But thank you for the neato idea = D
103140	LJ112697	neutral	i am used to LLLINKKK and LLLINKKK .
49467	LJ112197	neutral	but what about the Hush Sound and the Dresden Dolls ?
132200	LJ111387	positive	That would be cool , im planning on going Saturday night , you should go !
367889	LJ112993	neutral	For those following along at home , we are doing the 5:40 show .
166051	LJ112633	neutral	This has nothing to do with your post , but your icon reminded me of something I saw on GameFAQs earlier : IIIMAGEEE
100960	LJ112745	positive	well I think there is a childrens area !
13495	LJ112422	positive	We are now safely home and unbelievably grateful .
463584	LJ112182	positive	Just because your hands feel fine now is no guarantee they will feel fine later .
136592	LJ112705	negative	when they said one shade for all skin tones I do not think they took into consideration albinos THOSE RACISTS
269854	LJ111248	positive	Ya gotta balance the `` touchy-feely '' with good business sense .
8385	LJ111586	neutral	People sitting right there in the ground .
119996	LJ112996	negative	I do not know if I can , I have to work on Sunday ...
60253	LJ111467	positive	and , of course , we are obligated to choose our own school .
103140	LJ111682	positive	at least there were no ill effects , other than my clothes being nice and soft :)
178715	LJ111153	neutral	that just made my chest hurt .
34168	LJ112037	neutral	Have you read the His Dark Materials trilogy yet by the way ?
47575	LJ112853	negative	I am sorry , that is horrible .
10260	LJ112492	positive	Although , knowing his grandmother , she would have found it hilarious .
367889	LJ112772	neutral	Well , I have got a friend playing music at 8pm , so I had lean towards the earlier show .
103140	LJ112876	positive	:) ... they at least had a good rinse
434925	LJ111429	positive	that movie was better than I expected !
178715	LJ112915	negative	it makes my chest hurt , too .
112641	LJ111738	neutral	one of my goals this summer is to try one new vegetable a week .
null	LJ113327	positive	grabbed # 24 , will credit when used !
88710	LJ111702	neutral	I am long-stemmed and far from the soil .
